train_lable,train(l=1),train(l=1.8),train(l=2.2),train(l=2.6),validation_lable,validation(l=1),validation(l=1.8),validation(l=2.2),validation(l=2.6),prediction
3.668359,3.1620946,1.5568087,1.4796127,1.2671782,-0.53397727,1.0018883,-0.29871804,1.1727599,0.3617886,2.1607668
1.9038546,0.68730026,0.77964497,0.8353421,-0.01867342,0.23154873,0.36378524,0.96431607,0.023591816,0.024448352,1.3259745
0.73996824,-0.060871053,0.058741547,-0.100240014,0.710758,0.3342967,-0.29465792,0.5004256,0.38222516,0.4357247,1.2348531
3.17368,2.1675885,1.4037781,1.2344968,0.92777914,-0.5281883,-0.78076893,-1.3383956,-1.5465139,-0.40235975,-0.97928196
3.671379,2.952027,2.375138,1.1495233,1.1034541,-0.0043795453,-1.9218187,-1.3203375,-1.641982,-0.5654593,-1.8705727
-0.7389784,-0.2443139,-0.077113904,-0.45801607,-0.92664385,0.27443442,1.2067758,-0.27865306,0.5875887,-0.27968824,2.053875
2.2223144,-0.09881893,-0.11491434,-0.44866467,-0.19287625,-5.1345105,-3.0912933,-2.062184,-1.8477851,-2.1388586,-1.6605896
2.5950906,0.6068016,-0.27819917,0.25431782,-0.30890405,3.3262045,1.8804457,2.0200274,1.5251827,0.79939276,2.533431
1.3327992,1.328332,2.2280908,1.0954663,0.71135116,-3.4565976,-2.656969,-2.15711,-1.5708299,-2.388342,-1.831564
1.197723,0.66448104,0.7976558,0.8823915,-0.78988904,0.024276761,1.7530465,0.30255288,1.556247,0.35277697,2.5798316
0.8816947,1.2018203,0.17627186,-0.4347658,-0.15363559,-3.9952695,-2.6256254,-2.5012357,-2.004398,-2.2437015,-1.4270024
1.8119929,0.33574033,0.051181436,-0.15102735,-0.100667305,1.3445117,1.1061705,0.76329345,0.58154273,0.5509487,2.3923578
0.43224907,0.14129299,0.3409581,0.18083796,-0.4921441,2.7760177,-0.5870631,0.5698811,-0.4551184,-0.3830594,0.18972938
4.306536,1.4348227,0.8111734,0.658003,0.75392085,1.1046247,2.7896926,1.0105532,1.5342293,0.6136917,3.404613
3.1838267,2.6479557,0.5901176,1.5653497,0.5624213,-4.383988,-3.654327,-2.2925196,-1.621158,-2.2325764,-1.900664
