train_lable,train(l=1),train(l=1.8),train(l=2.2),train(l=2.6),validation_lable,validation(l=1),validation(l=1.8),validation(l=2.2),validation(l=2.6),prediction
-0.25219402,1.2346075,1.5575808,1.1523325,1.0264823,-0.6105366,-0.21963313,-0.27867234,0.044089224,0.4350512,-0.2232565
2.9487133,2.014737,1.358158,1.2081376,0.8500793,1.1285487,0.941582,1.2739244,1.2383937,1.2331183,0.80908453
-0.026215063,0.019697202,0.46896577,0.8142711,1.0801207,2.044224,1.7055548,1.1289957,1.1402392,1.1343662,1.6882304
-0.22359596,-0.20106754,-0.67038447,-0.5302405,-0.499843,-1.4046495,-0.19742557,0.16565035,0.3426333,0.5982106,-0.27429566
-0.778806,-0.65817446,-0.3904897,-0.5451736,-0.75570315,-1.647946,-0.7689741,-0.34148002,-0.2674079,-0.05637185,-0.74642384
0.42265472,0.80401826,-0.8267811,-0.8227959,-0.4187097,1.4873236,1.8892592,0.8512808,1.0304946,1.1745127,1.855059
-1.4246373,-0.33035168,0.36804438,0.25414562,-0.47668996,0.8656155,0.9737829,0.95769066,0.86929595,0.62360543,1.1296597
0.3230634,-0.041890666,-0.25510773,0.35928807,0.3968084,-1.5600481,-1.0788292,-0.5964737,-0.49446523,-0.42385375,-1.0726991
1.3750656,0.3305062,0.8945742,0.79508215,0.2771819,0.5994083,0.5939759,0.16020331,0.4991028,0.39451683,0.7926965
2.7528675,0.87106425,0.57381696,0.679157,0.86395514,-1.9266971,-2.032685,-1.7986572,-1.8357848,-1.3309653,-2.2272472
-2.2723472,-2.7382154,-2.4668858,-2.220333,-1.9687023,-2.186738,-1.3201915,-1.250354,-1.3104771,-1.1239972,-1.2776046
0.19770716,2.0381613,1.1366255,1.1403844,0.680044,-0.8044446,-0.46519086,-0.35283872,-0.14909893,-0.3370942,-0.21604893
-0.7691002,0.83689153,1.5356166,1.3403231,1.5336615,2.0641806,0.3098979,0.2733838,0.44778568,0.4892577,0.41091597
-1.5743625,-0.73483366,-1.1011401,-1.0225114,-0.34619987,-0.723628,-0.06293085,0.26134944,-0.00690551,-0.34823036,0.3004428
0.9198326,0.77817756,0.58163166,0.8170666,0.63040173,-0.55004245,-1.2092656,-0.81753755,-0.9215306,-0.86468816,-1.1528809
1.326573,0.95599926,0.24967536,0.42240554,0.47744313,0.00873737,-0.3382433,-0.15327269,-0.37187356,-0.32589862,-0.053611755
-0.24579193,1.5550635,1.3571547,1.4784862,1.3465776,0.17614576,0.18682997,1.1216116,1.1336335,1.1094218,-0.04538226
0.873644,0.33063942,0.18688616,0.30034447,0.22603895,-1.0039189,-0.368102,0.43227306,0.18995869,-0.13418356,-0.16469544
-2.5059786,-1.3753954,-1.3533841,-1.4190902,-1.5876245,0.6659607,0.697784,1.0301276,0.8047172,0.98453593,0.64122117
4.2469497,2.2784252,1.6196988,1.6322705,1.0592045,0.32921413,0.026733436,-0.3231919,-0.14938144,0.07477384,0.24891353
-1.0224662,-1.3759023,-0.6546582,-1.2820573,-1.2151989,-1.2827978,-0.44643447,-0.034315653,-0.039816428,0.03182416,-0.33674797
-1.170394,-0.69959927,-0.6701284,-1.3202243,-0.84214896,0.79591787,0.1786769,0.2777406,0.21704903,0.19041751,0.38547027
-0.15247397,1.1998216,0.39581168,0.29013065,0.17528981,1.9131374,0.6858126,-0.15640035,-0.12302122,-0.16851325,1.1234123
1.5804092,1.1485487,1.3009839,1.0619849,1.0099554,1.3767445,1.0085238,0.9231744,0.68841636,0.47841087,1.2326962
-1.9052658,-1.1438568,-1.1393727,-0.84718996,-0.48822036,-0.87477577,-0.58050257,-0.64515877,-0.38794133,-0.4445892,-0.33434147
1.5363985,2.64407,2.7800417,3.0453365,2.4920743,0.59308237,0.5962397,0.24069986,-0.011330219,0.11058315,0.91483736
0.88923275,1.3102204,1.1167347,1.1739786,2.1190972,-0.49218208,-0.6451235,-0.5471878,-0.504692,-0.52334857,-0.397669
0.8399578,-0.77610743,-1.21181,-1.0525427,-1.3760761,-1.3698373,-1.2415309,-1.3994435,-1.348199,-1.1281419,-1.1512048
-3.9987874,-2.8659463,-1.4990332,-1.5243181,-1.31408,-0.55691636,-0.08511209,-0.4812421,-0.58253306,-0.29607856,0.25490922
0.054985825,0.459095,0.42285323,0.19274685,-0.37768218,-0.50314873,-0.36528432,0.37949255,0.21047865,0.19593169,-0.30142117
1.4586383,1.7170842,1.6794991,1.8755438,1.8904362,0.8683028,0.24505323,0.45836952,0.06476774,-0.029634958,0.55597067
-0.004209926,-1.5345842,-1.7957468,-1.8591282,-2.0438554,0.12838337,-0.14581735,0.071924575,0.10042016,0.0100928685,0.061394215
2.5287907,2.1448495,2.016542,2.4561632,2.096193,0.23998535,0.3723661,0.67350715,0.49352455,0.469383,0.49550474
0.31085172,-0.297202,0.37173793,-0.20212066,-0.43510237,-1.0995344,-0.5124049,-0.6439492,-0.7103659,-0.579068,-0.19834322
-1.2201277,-1.3366511,-0.8441441,-0.18234198,-0.60381323,1.4597304,0.890075,0.5789582,0.68949527,0.7271402,0.98726416
0.02602098,0.20723036,-0.10902583,-0.17632018,-0.09748923,-1.7969809,-1.0407165,-0.7509052,-0.5967761,-0.4442053,-1.0068457
0.029349064,-1.0215049,-1.8653556,-2.1094258,-1.8713844,0.33173937,0.3712162,0.27303028,0.24575828,0.24068803,0.59563875
-1.2910651,-0.9498522,-0.5231718,-1.0992407,-1.2746286,-0.0056978837,-0.12678678,0.13180162,0.21218933,0.13673939,0.0316087
-1.1710256,-0.68810904,-0.08169659,-0.3862984,-0.33110863,-1.8261702,-1.7244915,-1.4055167,-1.4673666,-1.235344,-1.8660686
-0.042305958,0.27753392,-0.14630985,0.11426193,-0.40537786,0.6407849,0.13684666,0.18450722,0.09349287,-0.1425863,0.46936655
