train_lable,train(l=1),train(l=1.8),train(l=2.2),train(l=2.6),validation_lable,validation(l=1),validation(l=1.8),validation(l=2.2),validation(l=2.6)
0.19770716,2.618076,1.7310815,1.8679698,1.5167309,-0.8044446,-0.6400453,-0.79923475,-0.535027,-0.03506829
-0.7691002,1.2298751,2.1644018,1.4769382,1.0274174,2.0641806,0.6009763,0.2563655,0.6843024,0.7835654
-1.5743625,-1.0210017,-1.1099975,-1.1534429,-1.2139721,-0.723628,-0.2613211,0.22279976,0.43133762,0.6485951
0.9198326,1.1187688,0.5440442,0.7025441,0.55285144,-0.55004245,-0.78967714,-1.3021686,-1.2642788,-1.2485551
1.326573,0.09125752,0.3744649,0.29367134,0.5208656,0.00873737,-0.10999488,-0.2685212,-0.28574258,-0.3685024
-0.24579193,1.8977045,1.1482857,1.378826,1.2259182,0.17614576,0.25788334,0.7203882,1.4242818,1.211714
0.873644,0.8770123,1.1457227,0.72728044,0.53472966,-1.0039189,-0.45201987,0.44499046,0.2949748,0.26266554
-2.5059786,-1.6342726,-2.1643658,-0.8981205,-0.6619204,0.6659607,0.6629052,0.96216697,0.53395456,0.66247
4.2469497,1.4093868,1.639576,0.84577453,0.6834625,0.32921413,-0.02864051,-0.08625005,0.11343247,-0.2697975
-1.0224662,-0.934967,-0.26717296,-0.98488706,-1.3292376,-1.2827978,-0.56251264,-0.34187457,-0.16422535,-0.117057405
-1.170394,-0.27612147,-0.5277795,-0.77946377,-0.32897994,0.79591787,0.68211865,-0.1931061,-0.1591444,-0.26488113
-0.15247397,0.9613578,0.8436775,0.2831888,0.68878096,1.9131374,-0.06380385,-0.023789806,-0.17424753,-0.15367392
1.5804092,0.83190364,1.0038565,0.66911244,0.8980696,1.3767445,0.7938395,0.85966104,0.62965375,0.22689171
-1.9052658,-1.3464196,-1.0436338,-0.316456,-0.80135304,-0.87477577,-0.88483995,-0.41989988,-0.3814402,-0.38401303
1.5363985,2.1312058,2.8273876,2.1092408,1.9945747,0.59308237,0.62528855,0.79853433,0.7258012,0.7860001
0.88923275,2.369011,2.0578635,1.8374437,1.5737586,-0.49218208,-1.0695541,-1.2769504,-1.4400913,-1.0740765
0.8399578,-1.0423208,-0.41157237,-0.4587581,-1.1722485,-1.3698373,-1.0667819,-0.90420127,-1.0972837,-1.1353611
-3.9987874,-2.9359558,-1.4862114,-1.6596434,-1.9816753,-0.55691636,-0.3364249,-0.45797363,-0.6249212,-0.33361596
0.054985825,0.124196194,0.6331234,0.36227775,0.13422874,-0.50314873,-0.21622021,0.2867166,0.38460082,0.20205684
1.4586383,2.5421607,1.1175354,1.2961195,2.1903083,0.8683028,0.55083966,0.39460763,0.47234133,0.34679097
-0.004209926,-1.750103,-1.5147322,-2.2793612,-2.2266345,0.12838337,-0.007167225,-0.049789235,-0.22596508,0.1381638
2.5287907,1.9218279,1.8439314,2.1711712,1.6039001,0.23998535,0.3509926,0.35437214,0.14107986,0.35208118
0.31085172,-0.09362074,-0.15283744,-0.60967517,-0.56128025,-1.0995344,-0.837949,-0.13494182,-0.5180838,-0.56988424
-1.2201277,-1.4808716,-0.122673415,-1.0375187,-0.91184086,1.4597304,0.89442223,0.61268353,0.45629862,0.8425991
0.02602098,-0.28796837,-0.2277429,0.08155666,0.08960602,-1.7969809,-1.5055022,-1.0122579,-1.17191,-0.99523515
0.029349064,-2.033203,-2.0923061,-2.0165436,-2.2319682,0.33173937,0.40685,0.32678363,0.58675736,0.44278446
-1.2910651,-0.79195076,-0.8336392,-0.36084983,-0.83803976,-0.0056978837,0.12277872,0.014150368,-0.014651165,-0.078194074
-1.1710256,-1.0102433,-0.07497648,-1.0301311,-0.82713044,-1.8261702,-1.6685969,-1.1326292,-0.62115556,-0.92113405
-0.042305958,0.40044397,0.024455545,-0.07814652,0.17912492,0.6407849,0.08079247,0.27269456,0.8188515,0.33523503
