train_lable,train(l=1),train(l=1.8),train(l=2.2),train(l=2.6),validation_lable,validation(l=1),validation(l=1.8),validation(l=2.2),validation(l=2.6),prediction
0.9120164,0.35280028,0.065634504,-0.836686,-0.3313575,-0.4865185,0.06005215,0.24959986,0.59152186,0.50936216,-0.050570846
0.87342066,0.24227898,-0.21982935,-0.37707138,0.03640023,-0.21677521,-0.38687614,-0.293722,-0.32391977,-0.24320263,-0.34718078
5.10548,1.1281506,1.1844119,0.8691203,0.9052685,-0.6082284,0.059601188,0.068202354,0.2686703,0.29970744,0.061676025
-2.1090178,-0.9384953,-1.8946754,-0.11327401,-0.30874217,0.19334143,-0.40195104,-0.37637192,-0.6447934,-0.48282817,-0.19525829
1.0291262,-0.2883952,0.022741994,-0.7458226,-1.1338764,0.5592,0.41788515,-0.13973412,0.14920497,0.24486905,0.42833573
1.1491674,0.5039065,0.8849877,0.43280867,1.1832926,0.21677403,0.48197743,0.5791674,0.6836036,0.7262114,0.7338889
0.83053976,2.0752041,2.1664839,2.8737688,3.0836244,0.16814965,0.021905586,0.17184755,-0.21262723,-0.120692104,0.590921
0.36945677,1.0496043,2.638708,1.6771448,1.4362662,-0.6792116,0.15399513,0.050002813,0.3622126,0.18118407,0.15334779
0.8686115,0.14154588,-0.64018106,-0.26256952,0.38103926,-0.01976619,0.2835369,-0.0046217022,0.40078688,-0.076934285,0.36177033
-1.8339195,-1.1448444,-0.25310963,-0.005112296,0.41807637,-0.754893,-0.2952011,0.026474457,0.20622812,0.0897532,-0.35332254
0.7426685,0.26185042,0.22107202,0.019631684,-0.17920117,-0.3073051,-0.22826083,-0.4312934,-0.23205797,-0.03365912,-0.4116621
2.069181,0.34377128,2.1623878,1.647862,1.5230519,0.027928516,-0.03856818,0.05678631,-0.07467062,-0.016511736,0.26366854
1.5846355,-0.40848768,-0.6006427,0.37839493,0.609839,-1.9332128,-1.5127976,-0.8704367,-0.6356546,-0.2734466,-1.5126789
-2.2317479,-0.85339,-1.1316423,-1.3542274,-1.3888848,-0.34706205,-0.19517964,0.24639647,0.43838292,0.3886947,-0.25768036
-1.7709506,-0.3575098,-0.9220761,-0.12652493,-0.33953843,0.0588394,-0.0714015,-0.4344013,-0.5468986,-0.6506771,0.29861057
1.4029086,1.6639707,1.7234082,0.78699106,0.72818536,-0.22297661,-0.07260002,-0.14260691,-0.43879685,-0.1343118,0.23055357
0.23425609,-0.70088583,-0.9175528,0.09760626,0.4458427,-0.48981133,-0.11022747,0.2787849,0.017325526,0.17401698,0.26717788
-0.86850744,-0.9366106,-1.1645637,-1.2408153,-0.97885734,-0.14781044,0.3903195,0.3982003,0.6465193,0.6470179,0.4829281
1.3759413,-0.10782483,-1.0688688,-1.2278746,-0.9149528,-0.10044439,-0.33588272,0.21439837,0.079012305,0.123718984,-0.13648444
-1.3066463,-0.77861035,-0.7584923,-0.93509865,-0.3004973,0.45626888,0.07650983,0.00742208,-0.21529306,-0.13310108,0.49970382
2.092332,1.431139,-0.0006457501,0.01593503,-0.44613892,0.22912388,-0.054587506,0.093178734,0.13427044,0.026701916,0.13385278
0.31653112,0.88528264,1.0679861,1.7132288,0.7834589,1.0537653,0.67006636,0.3162124,-0.09343211,-0.18141444,1.4746873
