,xval,x0,y0,z0,x1,y1,z1
0,0.1,-0.010499999999999954,-0.6519999999999999,-0.7304999999999999,-0.008499999999999952,-0.698,-0.6915
1,0.10200000000000001,0.01150000000000001,-0.424,-0.8885000000000001,0.012499999999999956,-0.389,-0.9019999999999999
2,0.10400000000000001,0.00649999999999995,-0.09850000000000003,-0.9804999999999999,0.012499999999999956,-0.16599999999999998,-0.9784999999999999
3,0.106,0.014000000000000012,0.21249999999999997,-0.9750000000000001,0.0044999999999999485,0.16100000000000003,-0.9755
4,0.108,0.020499999999999963,0.44249999999999995,-0.8755,0.03699999999999998,0.42250000000000004,-0.8999999999999999
5,0.11,-0.006000000000000005,0.6815,-0.7410000000000001,0.059,0.6719999999999999,-0.7569999999999999
6,0.112,0.01849999999999996,0.8660000000000001,-0.49350000000000005,0.01649999999999996,0.845,-0.5215000000000001
7,0.114,0.04150000000000004,0.9635,-0.21900000000000003,0.010499999999999954,0.9630000000000001,-0.25849999999999995
8,0.116,0.01699999999999996,0.99,0.09699999999999998,-0.01699999999999996,0.9944999999999999,0.05350000000000005
9,0.11800000000000001,0.03849999999999998,0.9065000000000001,0.38799999999999996,-0.014000000000000012,0.9225000000000001,0.3695
10,0.12,0.008499999999999952,0.7495,0.6555,-0.02699999999999997,0.7775000000000001,0.621
11,1e-05,-0.026000000000000023,-0.07400000000000001,0.9895,0.01649999999999996,-0.08050000000000002,0.9910000000000001
12,0.002,-0.11450000000000005,-0.47550000000000003,0.8895,-0.09299999999999997,-0.43999999999999995,0.889
13,0.004,-0.05350000000000005,-0.6485000000000001,0.7350000000000001,-0.028000000000000025,-0.6355,0.75
14,0.006,-0.068,-0.8205,0.54,-0.008999999999999952,-0.8200000000000001,0.5509999999999999
15,0.008,-0.056499999999999995,-0.94,0.33549999999999996,0.05499999999999999,-0.9390000000000001,0.301
16,0.01,-0.032999999999999974,-0.9810000000000001,0.044999999999999984,0.066,-0.9850000000000001,0.04849999999999999
17,0.012,-0.01699999999999996,-0.9675,-0.19799999999999995,0.05950000000000005,-0.9715,-0.199
18,0.014,-0.034999999999999976,-0.8975,-0.44399999999999995,0.08349999999999996,-0.8805000000000001,-0.45599999999999996
19,0.016,-0.02899999999999997,-0.7355,-0.6535,0.061,-0.7424999999999999,-0.6539999999999999
20,0.018000000000000002,-0.044999999999999984,-0.4495,-0.8995,0.03899999999999998,-0.41650000000000004,-0.8859999999999999
21,0.02,-0.038000000000000034,-0.13349999999999995,-0.9810000000000001,0.06349999999999995,-0.125,-0.9775
22,0.022,-0.03699999999999998,0.15850000000000003,-0.9830000000000001,0.01849999999999996,0.16100000000000003,-0.9795
23,0.024,0.01849999999999996,0.4135,-0.8819999999999999,0.022499999999999964,0.42300000000000004,-0.9019999999999999
24,0.026000000000000002,0.04150000000000004,0.635,-0.7390000000000001,0.026499999999999968,0.6705000000000001,-0.7645
25,0.028,-0.008499999999999952,0.8274999999999999,-0.5,-0.0044999999999999485,0.8305,-0.5165
26,0.03,-0.027500000000000024,0.9504999999999999,-0.2885,0.010999999999999954,0.948,-0.30150000000000005
27,0.032,0.007500000000000007,0.9935,-0.01150000000000001,0.010000000000000009,0.9944999999999999,-0.02150000000000002
28,0.034,0.005500000000000005,0.9450000000000001,0.30150000000000005,-0.006999999999999951,0.9359999999999999,0.31299999999999994
29,0.036000000000000004,-0.018000000000000016,0.7955000000000001,0.609,-0.018000000000000016,0.7995000000000001,0.5925
30,0.038,0.016000000000000014,0.5734999999999999,0.8140000000000001,-0.01649999999999996,0.591,0.7995000000000001
31,0.04,-0.03150000000000003,0.31150000000000005,0.9430000000000001,0.002999999999999947,0.33699999999999997,0.9490000000000001
32,0.042,-0.02200000000000002,0.046499999999999986,0.9875,-0.014000000000000012,0.05350000000000005,0.9915
33,0.044,-0.012499999999999956,-0.23550000000000004,0.9630000000000001,0.010000000000000009,-0.23249999999999998,0.9650000000000001
34,0.046,-0.029500000000000026,-0.4745,0.8554999999999999,-0.01150000000000001,-0.5125,0.8585
35,0.048,-0.014000000000000012,-0.7075,0.698,-0.02150000000000002,-0.7215,0.69
36,0.05,-0.03049999999999997,-0.9019999999999999,0.4095,0.024999999999999967,-0.8999999999999999,0.4095
37,0.052000000000000005,-0.05449999999999999,-0.9795,0.10200000000000004,0.0,-0.98,0.10949999999999999
38,0.054,-0.046499999999999986,-0.9724999999999999,-0.21049999999999996,-0.0015000000000000013,-0.9670000000000001,-0.19599999999999995
39,0.056,-0.027500000000000024,-0.867,-0.463,-0.008999999999999952,-0.883,-0.44249999999999995
40,0.058,-0.006999999999999951,-0.7144999999999999,-0.7050000000000001,0.03350000000000003,-0.702,-0.6895
41,0.06,-0.004999999999999949,-0.46950000000000003,-0.8645,0.0044999999999999485,-0.47150000000000003,-0.875
42,0.062,0.0040000000000000036,-0.22249999999999998,-0.9690000000000001,0.019500000000000017,-0.24150000000000005,-0.964
43,0.064,0.01150000000000001,0.08549999999999996,-0.9864999999999999,0.027500000000000024,0.066,-0.988
44,0.066,0.003500000000000003,0.35600000000000004,-0.9259999999999999,0.03600000000000003,0.355,-0.9239999999999999
45,0.068,0.009500000000000008,0.6445000000000001,-0.748,0.02350000000000002,0.6359999999999999,-0.736
46,0.07,0.0044999999999999485,0.861,-0.498,0.020499999999999963,0.837,-0.5355000000000001
47,0.07200000000000001,0.03049999999999997,0.9635,-0.2675,-0.010999999999999954,0.9575,-0.26699999999999996
48,0.074,0.007500000000000007,0.994,0.027500000000000024,0.0044999999999999485,0.99,0.05499999999999999
49,0.076,0.044499999999999984,0.9395,0.32899999999999996,0.014999999999999958,0.917,0.33299999999999996
50,0.078,0.010499999999999954,0.8160000000000001,0.5880000000000001,0.020499999999999963,0.7865,0.589
51,0.08,0.0020000000000000018,0.6120000000000001,0.7755000000000001,0.0009999999999999454,0.601,0.7775000000000001
52,0.082,-0.03400000000000003,0.35650000000000004,0.9235,-0.010999999999999954,0.37999999999999995,0.9219999999999999
53,0.084,-0.038000000000000034,0.022499999999999964,0.996,-0.006000000000000005,0.03899999999999998,0.9915
54,0.08600000000000001,-0.01849999999999996,-0.25649999999999995,0.9555,-0.01649999999999996,-0.26499999999999996,0.9610000000000001
55,0.088,-0.04299999999999998,-0.5269999999999999,0.8445,-0.024499999999999966,-0.5309999999999999,0.8425
56,0.09,-0.05400000000000005,-0.7729999999999999,0.6485000000000001,-0.002999999999999947,-0.7529999999999999,0.665
57,0.092,-0.04200000000000004,-0.9145000000000001,0.36000000000000004,-0.032999999999999974,-0.901,0.4045
58,0.094,-0.05049999999999999,-0.984,0.10499999999999998,-0.028000000000000025,-0.9835,0.13349999999999995
59,0.096,-0.05499999999999999,-0.9710000000000001,-0.1735,-0.034499999999999975,-0.9815,-0.16900000000000004
60,0.098,-0.05499999999999999,-0.8835,-0.4785,-0.030000000000000027,-0.885,-0.4475
